time	count
0.00	0.00
29935.00	1.00
29963.00	0.00
29998.00	1.00
30051.00	0.00
30057.00	1.00
30229.00	0.00
30238.00	1.00
30257.00	0.00
30264.00	0.00
30265.00	1.00
30268.00	0.00
60307.00	1.00
60422.00	0.00
60444.00	1.00
60484.00	0.00
60493.00	1.00
60497.00	0.00
60501.00	1.00
61181.00	0.00
61189.00	1.00
61190.00	0.00
61191.00	1.00
61192.00	0.00
61193.00	0.00
61194.00	1.00
61196.00	0.00
61197.00	1.00
61199.00	0.00
61321.00	1.00
61338.00	0.00
61352.00	1.00
61363.00	0.00
61367.00	0.00
61371.00	1.00
61417.00	0.00
61435.00	1.00
61481.00	0.00
61487.00	1.00
61491.00	0.00
61492.00	1.00
61493.00	0.00
61494.00	1.00
61496.00	0.00
61497.00	1.00
61498.00	0.00
61572.00	1.00
61588.00	0.00
61602.00	1.00
61612.00	0.00
61616.00	1.00
61617.00	0.00
61620.00	1.00
61663.00	0.00
61673.00	1.00
61710.00	0.00
61717.00	1.00
61718.00	0.00
61719.00	1.00
61720.00	0.00
61721.00	1.00
61722.00	0.00
61725.00	0.00
61726.00	1.00
61729.00	0.00
61831.00	1.00
61923.00	0.00
61939.00	1.00
61947.00	0.00
61951.00	1.00
61963.00	0.00
61967.00	1.00
61968.00	0.00
61971.00	1.00
62195.00	0.00
62201.00	1.00
62208.00	0.00
62216.00	1.00
62258.00	0.00
62263.00	1.00
62267.00	0.00
62269.00	0.00
62270.00	1.00
62271.00	0.00
62272.00	0.00
62273.00	1.00
62274.00	0.00
62275.00	0.00
62276.00	1.00
62277.00	0.00
171212.00	1.00
171220.00	0.00
171233.00	1.00
171322.00	0.00
171329.00	1.00
171330.00	0.00
171331.00	1.00
171332.00	0.00
171441.00	1.00
171455.00	0.00
171467.00	1.00
171473.00	0.00
171477.00	1.00
171478.00	0.00
171481.00	1.00
171506.00	0.00
171512.00	1.00
171513.00	0.00
171514.00	0.00
171515.00	0.00
171516.00	1.00
171517.00	0.00
171578.00	1.00
171587.00	0.00
171598.00	1.00
171599.00	0.00
177658.00	1.00
177674.00	0.00
177690.00	1.00
177697.00	0.00
177701.00	1.00
177702.00	0.00
177706.00	1.00
177762.00	0.00
177772.00	1.00
177824.00	0.00
177830.00	1.00
177832.00	0.00
177833.00	1.00
177834.00	0.00
177835.00	1.00
177839.00	0.00
177840.00	0.00
177841.00	1.00
177842.00	0.00
177958.00	1.00
178004.00	0.00
178019.00	1.00
178026.00	0.00
178033.00	1.00
178041.00	0.00
178045.00	1.00
178055.00	0.00
178058.00	1.00
178059.00	0.00
178062.00	1.00
178123.00	0.00
178129.00	1.00
178134.00	0.00
178137.00	1.00
178144.00	0.00
178154.00	1.00
178198.00	0.00
178211.00	1.00
178247.00	0.00
178254.00	1.00
178314.00	0.00
178319.00	1.00
178323.00	0.00
178324.00	1.00
178325.00	0.00
178326.00	1.00
178327.00	0.00
178328.00	1.00
178330.00	0.00
178331.00	0.00
178332.00	1.00
178334.00	0.00
178335.00	0.00
178336.00	1.00
178337.00	0.00
178338.00	0.00
178449.00	1.00
178465.00	0.00
178478.00	1.00
178485.00	0.00
178493.00	1.00
178494.00	0.00
178498.00	1.00
178536.00	0.00
178548.00	1.00
178585.00	0.00
178591.00	1.00
178593.00	0.00
178594.00	1.00
178595.00	0.00
178596.00	0.00
178597.00	0.00
178598.00	1.00
178599.00	0.00
178733.00	1.00
178789.00	0.00
178803.00	1.00
178812.00	0.00
178816.00	1.00
178823.00	0.00
178827.00	1.00
178828.00	0.00
178831.00	1.00
178868.00	0.00
178873.00	1.00
178879.00	0.00
178882.00	1.00
178889.00	0.00
178893.00	1.00
178931.00	0.00
178945.00	1.00
178981.00	0.00
178987.00	1.00
179223.00	0.00
179229.00	1.00
179231.00	0.00
179232.00	1.00
179233.00	0.00
179234.00	0.00
179235.00	1.00
179236.00	0.00
179237.00	1.00
179239.00	0.00
179240.00	1.00
179241.00	0.00
179242.00	0.00
179243.00	0.00
179244.00	1.00
179245.00	0.00
179246.00	1.00
179247.00	0.00
179389.00	1.00
179404.00	0.00
179415.00	1.00
179421.00	0.00
179425.00	1.00
179426.00	0.00
179429.00	1.00
179455.00	0.00
179459.00	1.00
179461.00	0.00
179463.00	1.00
179467.00	0.00
179468.00	0.00
