level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3	65835	65876	#0069ff	1.0	Fill	15					978
3	91810	91832	#00ff0f	1.0	Fill	84					2854
3	92131	92138	#ff0071	1.0	Fill	85					2855
3	93091	93097	#1f00ff	1.0	Fill	89					2856
3	95271	95277	#1f00ff	1.0	Fill	96					979
3	97457	97463	#1f00ff	1.0	Fill	103					980
3	99645	99651	#1f00ff	1.0	Fill	110					981
3	102500	102506	#1f00ff	1.0	Fill	117					982
3	104791	104797	#1f00ff	1.0	Fill	124					983
3	106926	106929	#1f00ff	1.0	Fill	131					984
3	109114	109117	#1f00ff	1.0	Fill	138					985
3	111276	111282	#1f00ff	1.0	Fill	145					986
3	113443	113449	#1f00ff	1.0	Fill	152					987
3	115625	115631	#1f00ff	1.0	Fill	159					988
3	117814	117820	#1f00ff	1.0	Fill	166					989
3	119973	119979	#1f00ff	1.0	Fill	173					990
3	122822	122828	#1f00ff	1.0	Fill	180					991
